"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"277364"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"190976"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"183958"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"174573"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"182945"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"38278"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"190835"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.CleanUp.ReferenceOTU9264"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU159"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"273208"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"182893"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"180405"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"197623"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"129990"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.CleanUp.ReferenceOTU53571"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"276509"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"324013"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"203713"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU274"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"182844"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"183477"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"162639"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"4444277"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"[Odoribacteraceae]"	"Odoribacter"	""
"170335"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"[Odoribacteraceae]"	"Odoribacter"	""
"465433"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"157573"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"1517779"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"953855"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"4476780"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"185420"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"199534"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"New.0.CleanUp.ReferenceOTU10245"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"270391"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"New.0.CleanUp.ReferenceOTU19919"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"575041"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"162539"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	""	""
"New.1.CleanUp.ReferenceOTU28525"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	""
"4256470"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"ovatus"
"304047"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"acidifaciens"
"1992"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"ovatus"
"196664"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	NA
"182886"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"uniformis"
"3327894"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"uniformis"
"New.1.CleanUp.ReferenceOTU11103"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	NA
"296045"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	""
"New.1.CleanUp.ReferenceOTU11280"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	""
"186358"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	""
"181719"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	""
"4401580"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"fragilis"
"4449524"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	""
"259772"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	""
"3919797"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	""	""	""
"351309"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	""	""	""
"259846"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"258423"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"183849"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"producta"
"New.0.ReferenceOTU173"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"producta"
"179657"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"producta"
"188840"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"producta"
"188610"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"producta"
"185884"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	"producta"
"295188"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"269726"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.1.CleanUp.ReferenceOTU6110"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"439437"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU250"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"209030"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"193064"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA
"New.0.ReferenceOTU164"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU308"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU57"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.CleanUp.ReferenceOTU15956"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"4481506"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"463233"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU110"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.CleanUp.ReferenceOTU42481"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"3172949"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU105"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU45"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"183446"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU33"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"2212505"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"264734"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"578016"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"distasonis"
"2497335"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"distasonis"
"195123"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"distasonis"
"291090"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"distasonis"
"180731"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	""
"New.1.CleanUp.ReferenceOTU9142"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"distasonis"
"215495"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"207284"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"262166"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.CleanUp.ReferenceOTU3926"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"242029"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"210950"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"264657"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU282"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU43"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"265052"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"206324"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.CleanUp.ReferenceOTU4820"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"261177"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.1.CleanUp.ReferenceOTU31248"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"185614"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"198339"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"174805"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU174"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"174727"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"176100"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.CleanUp.ReferenceOTU9871"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"178546"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"177512"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"178068"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"180077"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"New.0.ReferenceOTU311"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"177115"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"184517"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"198865"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"261350"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"315147"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"S24-7"	""	""
"192222"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	""
